team,team_id,season,jersey,name,position,height,year,hometown,high_school,previous_school,url
Simpson,641,2025-26,34,Ava Levings,G,5-5,Sophomore,"Kansas City, Mo.",Liberty North,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/levings_ava_pggq
Simpson,641,2025-26,40,Elle Street,G,5-11,Senior,"Ankeny, Iowa",Ankeny Centennial,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/street_elle_ts51
Simpson,641,2025-26,41,Erica Rust,F/C,6-0,Sophomore,"Harlan, Iowa",Harlan,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/rust_erica_3nun
Simpson,641,2025-26,42,Ella Anderson,F,5-11,Sophomore,"Olathe, Kan.",Olathe South,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/anderson_ella_cnj7
Simpson,641,2025-26,43,Keira McCormick,C,6-2,Freshman,"Harpers Ferry, Iowa",Waukon,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/mccormick_keira_70wo
Simpson,641,2025-26,44,Taylor Hansen,G/F,5-11,Sophomore,"Omaha, Neb.",Millard West,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/hansen_taylor_m2g5
Simpson,641,2025-26,50,Leah Weaver,F,5-10,Freshman,"Dougherty, Iowa",West Fork,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/weaver_leah_38m7
Simpson,641,2025-26,,Zoe Ackerman,G,5-6,Sophomore,"Spirit Lake, Iowa",Spirit Lake,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/ackerman_zoe_q3pp
Simpson,641,2025-26,,Izzy DeSchepper,G,5-10,Freshman,"Kansas City, Mo.",Liberty,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/deschepper_izzy_usro
Simpson,641,2025-26,,Makenzie Hughes,G,5-8,Freshman,"Akron, Iowa",Akron-Westfield,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/hughes_makenzie_l9mj
Simpson,641,2025-26,,Joelle Johnson,G/F,5-8,Freshman,"Pleasantville, Iowa",Pleasantville,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/johnson_joelle_ymlm
Simpson,641,2025-26,,Alyssa Jones,G,5-9,Freshman,"Roland, Iowa",Roland-Story,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/jones_alyssa_sfpl
Simpson,641,2025-26,,Addie Kruse,G,5-8,Freshman,"Waverly, Iowa",Waverly-Shell Rock,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/kruse_addie_7qd1
Simpson,641,2025-26,,Abbey McGuire,F,5-11,Sophomore,"Ames, Iowa",Ames,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/mcguire_abbey_6g1q
Simpson,641,2025-26,,Samantha Wilberding,F,6-0,Freshman,"Elma, Iowa",Riceville,,https://www.simpsonathletics.com/sports/wbkb/2025-26/bios/wildberding_sam_skri
Skidmore,642,2025-26,3,Sophia Martinez,G,"5'6""",So.,"Westampton, NJ",George School,,https://skidmoreathletics.com/sports/womens-basketball/roster/sophia-martinez/8041
Skidmore,642,2025-26,4,Meghan Drury,G,"5'6""",Fr.,"Ellington, CT",Suffield Academy,,https://skidmoreathletics.com/sports/womens-basketball/roster/meghan-drury/8048
Skidmore,642,2025-26,5,Audrey Bowen,F,"6'1""",Jr.,"Amherst, MA",Amherst Regional,,https://skidmoreathletics.com/sports/womens-basketball/roster/audrey-bowen/8039
Skidmore,642,2025-26,10,Madison Meyer,G,"5'4""",Sr.,"Delanson, NY",Duanesburg,,https://skidmoreathletics.com/sports/womens-basketball/roster/madison-meyer/8043
Skidmore,642,2025-26,15,Melissa Severino,G,"5'7""",Sr.,"Mohegan Lake, NY",Yorktown,,https://skidmoreathletics.com/sports/womens-basketball/roster/melissa-severino/8046
Skidmore,642,2025-26,20,Cairenn Sergi,G/F,"5'9""",Jr.,"White Plains, NY",White Plains,,https://skidmoreathletics.com/sports/womens-basketball/roster/cairenn-sergi/8045
Skidmore,642,2025-26,21,Ruby Krop,F/C,"5'11""",Jr.,"New York, NY",Beacon,,https://skidmoreathletics.com/sports/womens-basketball/roster/ruby-krop/8049
Skidmore,642,2025-26,22,Rachel Carpenter,G,"5'8""",Fr.,"Westborough, MA",Westborough,,https://skidmoreathletics.com/sports/womens-basketball/roster/rachel-carpenter/8050
Skidmore,642,2025-26,23,Haley McCarthy,G,"5'3""",So.,"Bourne, MA",Tabor Academy,,https://skidmoreathletics.com/sports/womens-basketball/roster/haley-mccarthy/8042
Skidmore,642,2025-26,24,Stella Criniti,G,"5'6""",Fr.,"Lexington, MA",Lexington,,https://skidmoreathletics.com/sports/womens-basketball/roster/stella-criniti/8051
Skidmore,642,2025-26,25,Sara Hastie,G,"5'8""",Jr.,"Amherst, MA",Amherst Regional,,https://skidmoreathletics.com/sports/womens-basketball/roster/sara-hastie/8040
Skidmore,642,2025-26,32,Jenny Shine,F,"6'1""",So.,"Wayland, MA",Wayland,,https://skidmoreathletics.com/sports/womens-basketball/roster/jenny-shine/8047
Skidmore,642,2025-26,33,Claudia Schneider,G/F,"6'0""",Jr.,"Southbury, CT",Pomperaug,,https://skidmoreathletics.com/sports/womens-basketball/roster/claudia-schneider/8044
Smith,644,2025-26,1,Uta Nakamura,G,"5'7""",Jr.,"Manhattan, NY",Long Island Lutheran,,https://smithpioneers.com/sports/womens-basketball/roster/uta-nakamura/11383
Smith,644,2025-26,3,Selam Maher,G,"5'7""",Sr.,"St.Louis Park, MN",St. Louis Park,,https://smithpioneers.com/sports/womens-basketball/roster/selam-maher/11380
Smith,644,2025-26,5,Felicia Fongemie,G,"5'5""",Jr.,"Ashford, CT",Marianapolis Prep,,https://smithpioneers.com/sports/womens-basketball/roster/felicia-fongemie/11389
Smith,644,2025-26,10,Maggie Fleming,G/F,"5'10""",Jr.,"Downers Grove, IL",Downers Grove,,https://smithpioneers.com/sports/womens-basketball/roster/maggie-fleming/11376
Smith,644,2025-26,11,Virginia Johnson,G/F,"5'10""",Jr.,"Minneapolis, MN",Southwest,,https://smithpioneers.com/sports/womens-basketball/roster/virginia-johnson/11378
Smith,644,2025-26,12,Shea Montague,G,"6'0""",So.,"Amesbury, MA",Central Catholic,,https://smithpioneers.com/sports/womens-basketball/roster/shea-montague/11382
Smith,644,2025-26,13,Bre'Aria Cannon,G/F,"6'0""",So.,"Christiana, TN",Link Academy,,https://smithpioneers.com/sports/womens-basketball/roster/bre-aria-cannon/11388
Smith,644,2025-26,14,Kate Hackney,G,"5'10""",So.,"Thousand Oaks, CA",Bishop Alemany,,https://smithpioneers.com/sports/womens-basketball/roster/kate-hackney/11377
Smith,644,2025-26,15,Samara Ashooh,F,"6'1""",So.,"Shelburne, VT",Champlain Valley Union,,https://smithpioneers.com/sports/womens-basketball/roster/samara-ashooh/11375
Smith,644,2025-26,20,Mya Williams,F,"6'0""",So.,"Temple City, CA",Bishop Amat Memorial,,https://smithpioneers.com/sports/womens-basketball/roster/mya-williams/11386
Smith,644,2025-26,21,Alina Abdulina,F,"5'11""",Jr.,"Moscow, Russia",Hoosac School,,https://smithpioneers.com/sports/womens-basketball/roster/alina-abdulina/11374
Smith,644,2025-26,22,Hannah Martin,G,"5'7""",Jr.,"North Andover, MA",North Andover,,https://smithpioneers.com/sports/womens-basketball/roster/hannah-martin/11381
Smith,644,2025-26,24,Ella Sylvester,F,"6'0""",Sr.,"Everett, WA",Everett,,https://smithpioneers.com/sports/womens-basketball/roster/ella-sylvester/11385
Smith,644,2025-26,25,Ella Andrews,F,"5'10""",Fy.,"Boxford, MA",Dexter Southfield,,https://smithpioneers.com/sports/womens-basketball/roster/ella-andrews/11387
Smith,644,2025-26,33,Jillian Nowicki,G,"5'8""",So.,"San Diego, CA",Our Lady of Peace,,https://smithpioneers.com/sports/womens-basketball/roster/jillian-nowicki/11384
Smith,644,2025-26,40,Lena Lipani,F,"5'11""",So.,"Penfield, NY",Penfield,,https://smithpioneers.com/sports/womens-basketball/roster/lena-lipani/11379
South Alabama,646,2025-26,0,Chrysta Narcisse,G,"5'8""",R-So.,"Lafayette, La.",Lafayette HS,,https://usajaguars.com/sports/womens-basketball/roster/chrysta-narcisse/12483
South Alabama,646,2025-26,1,Miyah Holmes,G,"6'0""",Fr.,"Carrollton, Ga.",Carrollton HS,,https://usajaguars.com/sports/womens-basketball/roster/miyah-holmes/12491
South Alabama,646,2025-26,3,Ronaltha Marc,G,"5'10""",Gr.,"Miami, Fla.",Miami Norland Senior HS,,https://usajaguars.com/sports/womens-basketball/roster/ronaltha-marc/12495
South Alabama,646,2025-26,4,Chloe Donnell,G,"5'7""",Fr.,"Boerne, Texas",Boerne HS,,https://usajaguars.com/sports/womens-basketball/roster/chloe-donnell/12497
South Alabama,646,2025-26,7,Aroa Mangas,G,"5'9""",So.,"Salamanca, Spain",IES La Laboral,,https://usajaguars.com/sports/womens-basketball/roster/aroa-mangas/12484
South Alabama,646,2025-26,8,Terren Coffil,G,"5'7""",So.,"New Orleans, La.",Chalmette HS,,https://usajaguars.com/sports/womens-basketball/roster/terren-coffil/12485
South Alabama,646,2025-26,11,Amyah Sutton,G,"5'7""",Jr.,"Oklahoma City, Okla.",Classen School of Advanced Studies,,https://usajaguars.com/sports/womens-basketball/roster/amyah-sutton/12496
South Alabama,646,2025-26,15,Princess Okafor Nweze,F,"6'1""",So.,"Malaga, Spain",IES Mar Alboran,,https://usajaguars.com/sports/womens-basketball/roster/princess-okafor-nweze/12486
South Alabama,646,2025-26,20,Daniela Gonzalez,F,"6'0""",Sr.,"Jamundi, Colombia",Central Pointe Academy,,https://usajaguars.com/sports/womens-basketball/roster/daniela-gonzalez/12487
South Alabama,646,2025-26,21,Alicia Spann,C,"6'3""",Sr.,"Sumter, S.C.",Sumter HS,,https://usajaguars.com/sports/womens-basketball/roster/alicia-spann/12488
South Alabama,646,2025-26,22,Cordasia Harris,F,"6'1""",Gr.,"Collirene, Ala.",Central HS,,https://usajaguars.com/sports/womens-basketball/roster/cordasia-harris/12492
South Alabama,646,2025-26,23,Saneea Bevley,G,"5'7""",R-Jr.,"Kansas City, Mo.",Blue Springs HS,,https://usajaguars.com/sports/womens-basketball/roster/saneea-bevley/12489
South Alabama,646,2025-26,24,Tamara Ortiz,G,"5'4""",R-So.,"Columbus, Ohio",Westerville South HS,,https://usajaguars.com/sports/womens-basketball/roster/tamara-ortiz/12493
South Alabama,646,2025-26,25,Diawna Carter-Hartley,F,"6'1""",Jr.,"Cincinnati, Ohio",Princeton HS,,https://usajaguars.com/sports/womens-basketball/roster/diawna-carter-hartley/12494
South Alabama,646,2025-26,30,Jeriyah Baines,F,"5'10""",Fr.,"Killeen, Texas",Legion Prep Academy,,https://usajaguars.com/sports/womens-basketball/roster/jeriyah-baines/12490
South Carolina St.,647,2025-26,0,Janiah	 Hinton,G,"5'7""",Sr.,"Tupelo, MS",,,https://www.scsuathletics.com/sports/womens-basketball/roster/janiah-hinton/5457
South Carolina St.,647,2025-26,1,Mya Giles,G,"5'6""",So.,"Columbus, GA",,,https://www.scsuathletics.com/sports/womens-basketball/roster/mya-giles/5452
South Carolina St.,647,2025-26,2,Mya Byrd,G,"5'7""",Sr.,"Ashburn, GA",,,https://www.scsuathletics.com/sports/womens-basketball/roster/mya-byrd/5450
South Carolina St.,647,2025-26,3,Monajah Ford,F,"5'11""",Jr.,"Winter Haven, FL",,,https://www.scsuathletics.com/sports/womens-basketball/roster/monajah-ford/5451
South Carolina St.,647,2025-26,5,Alexcia	 Murphy,F,"5'10""",So.,"West Point, GA",,,https://www.scsuathletics.com/sports/womens-basketball/roster/alexcia-murphy/5459
South Carolina St.,647,2025-26,6,Feliah	 Greer,C,"5'9""",Sr.,"Lafayette, AL",,,https://www.scsuathletics.com/sports/womens-basketball/roster/feliah-greer/5454
South Carolina St.,647,2025-26,7,Dream Watson,G,"5'6""",Fr.,"Charleston, SC",,,https://www.scsuathletics.com/sports/womens-basketball/roster/dream-watson/5463
South Carolina St.,647,2025-26,8,Kimora	 Smith,F,"5'10""",So.,"Queens, NY",,,https://www.scsuathletics.com/sports/womens-basketball/roster/kimora-smith/5462
South Carolina St.,647,2025-26,9,Angie Juste-Jean,G,"5'10""",Sr.,"Montreal, CA",,,https://www.scsuathletics.com/sports/womens-basketball/roster/angie-juste-jean/5458
South Carolina St.,647,2025-26,10,Iemyiah Harris,G,"5'6""",Sr.,"Anniston, AL",,,https://www.scsuathletics.com/sports/womens-basketball/roster/iemyiah-harris/5456
South Carolina St.,647,2025-26,13,DaH’Neisha Blige,G,"5'7""",Jr.,"Savannah, GA",,,https://www.scsuathletics.com/sports/womens-basketball/roster/dah-neisha-blige/5449
South Carolina St.,647,2025-26,14,Shaunice	 Reed,G,"5'6""",Sr.,"Seattle, WA",,,https://www.scsuathletics.com/sports/womens-basketball/roster/shaunice-reed/5460
South Carolina St.,647,2025-26,21,Jhaven Meade,F,"6'4""",Jr.,"Frankfort, KY",,,https://www.scsuathletics.com/sports/womens-basketball/roster/jhaven-meade/5464
South Carolina St.,647,2025-26,23,Ariana Simmons,G,"5'7""",Sr.,"Charlotte, NC",,,https://www.scsuathletics.com/sports/womens-basketball/roster/ariana-simmons/5461
South Carolina St.,647,2025-26,24,Heaven Harper,C,"6'3""",Jr.,"Bronx, NY",,,https://www.scsuathletics.com/sports/womens-basketball/roster/heaven-harper/5455
South Carolina St.,647,2025-26,33,Bianca	 Glover,C,"6'3""",Sr.,"Jersey City, NJ",,,https://www.scsuathletics.com/sports/womens-basketball/roster/bianca-glover/5453
Bloomsburg,65,2025-26,1,Lex Ferguson,F,"5'10""",So.,"Harrisburg, Pa.",Central Dauphin,,https://buhuskies.com/sports/womens-basketball/roster/lex-ferguson/12833
Bloomsburg,65,2025-26,3,Ava Stevenson,G,"6'0""",5th,"Mechanicsburg, Pa.",Trinity,,https://buhuskies.com/sports/womens-basketball/roster/ava-stevenson/12841
Bloomsburg,65,2025-26,4,Kalleigh Nerone,G,"5'6""",So.,"Pittsburgh, Pa.",Highlands,,https://buhuskies.com/sports/womens-basketball/roster/kalleigh-nerone/12839
Bloomsburg,65,2025-26,5,Kash Santos,F,"5'10""",So.,"Bethlehem, Pa.",Bethlehem Catholic,,https://buhuskies.com/sports/womens-basketball/roster/kash-santos/12840
Bloomsburg,65,2025-26,10,Piper McGinley,G,"5'6""",So.,"Glenside, Pa.",Abington,,https://buhuskies.com/sports/womens-basketball/roster/piper-mcginley/12847
Bloomsburg,65,2025-26,11,Kelly Leszcynski,G,"5'6""",R-Jr.,"Nazareth, Pa.",Nazareth,,https://buhuskies.com/sports/womens-basketball/roster/kelly-leszcynski/12837
Bloomsburg,65,2025-26,14,Leah Kale,G,"5'9""",Jr.,"Spring Grove, Pa.",Spring Grove,,https://buhuskies.com/sports/womens-basketball/roster/leah-kale/12835
Bloomsburg,65,2025-26,20,Carleigh Anderson,G,"5'6""",Fr.,"Lancaster, Pa.",Lancaster Catholic,,https://buhuskies.com/sports/womens-basketball/roster/carleigh-anderson/12845
Bloomsburg,65,2025-26,21,Mackenzie Creighton,G,"5'8""",Jr.,"Rockaway, N.J.",Morris Hills,,https://buhuskies.com/sports/womens-basketball/roster/mackenzie-creighton/12843
Bloomsburg,65,2025-26,22,Sophia Shults,G,"5'10""",Fr.,"Hazleton, Pa.",Hazleton Area,,https://buhuskies.com/sports/womens-basketball/roster/sophia-shults/12849
Bloomsburg,65,2025-26,23,Diamond Thornton,G,"5'8""",Fr.,"Philadelphia, Pa.",Wilkes-Barre Area,,https://buhuskies.com/sports/womens-basketball/roster/diamond-thornton/12844
Bloomsburg,65,2025-26,24,Maddison Maynard,G,"5'9""",So.,"Lansford, Pa.",Panther Valley,,https://buhuskies.com/sports/womens-basketball/roster/maddison-maynard/12838
Bloomsburg,65,2025-26,25,Maddie LaFrance,G,"5'9""",R-Sr.,"Harrisburg, Pa.",Central Dauphin,,https://buhuskies.com/sports/womens-basketball/roster/maddie-lafrance/12836
Bloomsburg,65,2025-26,31,Kim Madrid,F,"5'11""",Sr.,"Allentown, Pa.",Executive Education Charter,,https://buhuskies.com/sports/womens-basketball/roster/kim-madrid/12846
Bloomsburg,65,2025-26,33,Olivia Selverian,G,"5'7""",Fr.,"Marlton, N.J.",Cherokee,,https://buhuskies.com/sports/womens-basketball/roster/olivia-selverian/12842
Bloomsburg,65,2025-26,34,Alison Hatajik,F,"6'0""",Jr.,"Duncansville, Pa.",Hollidaysburg,,https://buhuskies.com/sports/womens-basketball/roster/alison-hatajik/12834
Bloomsburg,65,2025-26,44,Lily Milewski,F,"6'0""",Fr.,"Morrisville, Pa.",Conwell-Egan Catholic,,https://buhuskies.com/sports/womens-basketball/roster/lily-milewski/12848
Sewanee,652,2025-26,1,Cydney Wright,F,"5'8""",Sr.,"Spring Hill, Tenn.",Summit,,https://sewaneetigers.com/sports/womens-basketball/roster/cydney-wright/9697
Sewanee,652,2025-26,2,Adison Howard,G,"5'8""",Fr.,"Crossville, Tenn.",Stone Memorial,,https://sewaneetigers.com/sports/womens-basketball/roster/adison-howard/9702
Sewanee,652,2025-26,5,Grace Gavin,G,"5'10""",So.,"Tampa, Fla.",Academy of the Holy Names,,https://sewaneetigers.com/sports/womens-basketball/roster/grace-gavin/9691
Sewanee,652,2025-26,7,Elliott Porter,F,"6'0""",So.,"Greensboro, N.C.",Greensboro Day School,,https://sewaneetigers.com/sports/womens-basketball/roster/elliott-porter/9695
Sewanee,652,2025-26,10,Jenny Gamez,G,"5'4""",Sr.,"Houston, Texas",YES Prep Northside,,https://sewaneetigers.com/sports/womens-basketball/roster/jenny-gamez/9690
Sewanee,652,2025-26,12,Janie Boyd,G,"5'8""",Fr.,"Jacksonville, Fla.",Providence School,,https://sewaneetigers.com/sports/womens-basketball/roster/janie-boyd/9698
Sewanee,652,2025-26,14,Micha Lovelace,G,"6'0""",Fr.,"Wylie, Texas",Wylie,,https://sewaneetigers.com/sports/womens-basketball/roster/micha-lovelace/9699
Sewanee,652,2025-26,15,Brianna Keating-Rendon,G,"5'8""",Jr.,"Brentwood, Tenn.",Brentwood,,https://sewaneetigers.com/sports/womens-basketball/roster/brianna-keating-rendon/9693
Sewanee,652,2025-26,21,Eliza Everett,F,"6'0""",Fr.,"Raleigh, N.C.",St. David's School,,https://sewaneetigers.com/sports/womens-basketball/roster/eliza-everett/9700
Sewanee,652,2025-26,22,Grace Potter,F,"5'9""",So.,"Brentwood, Tenn.",Ravenwood,,https://sewaneetigers.com/sports/womens-basketball/roster/grace-potter/9696
Sewanee,652,2025-26,23,Olivia Falvey,G,"5'8""",Sr.,"Boston, Mass.",Lyndon Academy (Ga.),,https://sewaneetigers.com/sports/womens-basketball/roster/olivia-falvey/9689
Sewanee,652,2025-26,34,DJ Haws,F,"5'10""",Fr.,"Nashville, Tenn.",Battle Ground Academy,,https://sewaneetigers.com/sports/womens-basketball/roster/dj-haws/9701
Sewanee,652,2025-26,50,Hannah Cleveland,G,"5'9""",So.,"Hopedale, Ill.",Olympia,,https://sewaneetigers.com/sports/womens-basketball/roster/hannah-cleveland/9688
UMass Dartmouth,656,2025-26,1,Yasmine Santos,G/F,"5'9""",Gr.,"Pawtucket, R.I.",Shea,Mitchell College,https://corsairathletics.com/sports/womens-basketball/roster/yasmine-santos/9109
UMass Dartmouth,656,2025-26,2,Jai'Reona Brown-Carter,G,"5'5""",Fr.,"Boston, Mass.",Brighton,,https://corsairathletics.com/sports/womens-basketball/roster/jai-reona-brown-carter/9110
UMass Dartmouth,656,2025-26,3,Riley Graveline,G,"5'6""",Fr.,"Barrington, R.I.",Barrington,,https://corsairathletics.com/sports/womens-basketball/roster/riley-graveline/9111
UMass Dartmouth,656,2025-26,4,Kasey Oliver,G,"5'4""",Sr.,"Dartmouth, Mass.",Dartmouth High School,University of New England,https://corsairathletics.com/sports/womens-basketball/roster/kasey-oliver/9108
UMass Dartmouth,656,2025-26,5,Melanie DeMeo,G,"5'6""",Sr.,"Mahopac, N.Y.",Mahopac,,https://corsairathletics.com/sports/womens-basketball/roster/melanie-demeo/9105
UMass Dartmouth,656,2025-26,10,Amanda Ebenezer,G/F,"6'0""",Fr.,"Malden, Mass.",Malden,,https://corsairathletics.com/sports/womens-basketball/roster/amanda-ebenezer/9112
UMass Dartmouth,656,2025-26,12,Carly McDonald,G,"5'7""",Fr.,"Norton, Mass.",Norton,,https://corsairathletics.com/sports/womens-basketball/roster/carly-mcdonald/9113
UMass Dartmouth,656,2025-26,14,Kaila Pruitt,G/F,"6'0""",Gr.,"Owings, Md.",Northern,Bridgewater College,https://corsairathletics.com/sports/womens-basketball/roster/kaila-pruitt/9114
UMass Dartmouth,656,2025-26,15,Jillian Doherty,G/F,"5'10""",Fr.,"Taunton, Mass.",Taunton,,https://corsairathletics.com/sports/womens-basketball/roster/jillian-doherty/9115
UMass Dartmouth,656,2025-26,20,Shelby Companion,G,"5'7""",Jr.,"Hinesburg, Vt.",Champlain Valley Union High School,,https://corsairathletics.com/sports/womens-basketball/roster/shelby-companion/9104
UMass Dartmouth,656,2025-26,21,Elizabeth Gresian,G,"5'10""",So.,"West Warwick, R.I.",West Warwick,,https://corsairathletics.com/sports/womens-basketball/roster/elizabeth-gresian/9106
UMass Dartmouth,656,2025-26,22,Cristina Negron,G,"5'6""",Sr.,"Easthampton, Mass.",Williston Northampton School,Utica University,https://corsairathletics.com/sports/womens-basketball/roster/cristina-negron/9107
UMass Dartmouth,656,2025-26,24,Jenna Micciantuono,F,"5'11""",Fr.,"Bridgewater, Mass.",Bridgewater-Raynham,,https://corsairathletics.com/sports/womens-basketball/roster/jenna-micciantuono/9116
UMass Dartmouth,656,2025-26,25,Mia Wellington,G,"5'6""",Fr.,"Columbia, Md.",Oakland Mills,,https://corsairathletics.com/sports/womens-basketball/roster/mia-wellington/9117
Southern Conn. St.,658,2025-26,0,Iyanna Cotten,G,"5'7""",So.,"Franklin Township, NJ",Franklin,Saint Peter's,https://scsuowls.com/sports/womens-basketball/roster/iyanna-cotten/11351
Southern Conn. St.,658,2025-26,1,Hope Fox,G,"5'8""",Sr.,"Guilford, Ind.",East Central,,https://scsuowls.com/sports/womens-basketball/roster/hope-fox/11341
Southern Conn. St.,658,2025-26,2,Rheyna Steinauer,F,"5'8""",Sr.,"Oakville, Ontario",St. Mary Catholic Secondary,,https://scsuowls.com/sports/womens-basketball/roster/rheyna-steinauer/11347
Southern Conn. St.,658,2025-26,3,Ally Sentance,G,"5'9""",Sr.,"Thorold, Ontario",Sir Winston Churchill,CCSU,https://scsuowls.com/sports/womens-basketball/roster/ally-sentance/11346
Southern Conn. St.,658,2025-26,4,Jillian Martin,G,"5'4""",Gr.,"Orange, Conn.",Amity Regional,,https://scsuowls.com/sports/womens-basketball/roster/jillian-martin/11345
Southern Conn. St.,658,2025-26,5,Gianna Donnarummo,G,"5'5""",So.,"Hamden, Conn.",Hamden,,https://scsuowls.com/sports/womens-basketball/roster/gianna-donnarummo/11340
Southern Conn. St.,658,2025-26,10,Arianna Gerkin,F,"5'11""",So.,"Vincennes, Ind.",Vincennes Lincoln,,https://scsuowls.com/sports/womens-basketball/roster/arianna-gerkin/11342
Southern Conn. St.,658,2025-26,11,Tish Blackwood,F,"5'10""",Fr.,"Falmouth, Mass.",Tilton,,https://scsuowls.com/sports/womens-basketball/roster/tish-blackwood/11348
Southern Conn. St.,658,2025-26,12,Taeya Steinauer,G,"5'11""",So.,"Oakville, Ontario",Lincoln Prep,Purdue Fort Wayne,https://scsuowls.com/sports/womens-basketball/roster/taeya-steinauer/11352
Southern Conn. St.,658,2025-26,14,Jaycee Merizalde,G,"5'6""",Fr.,"Monroe, Conn.",Perkiomen,,https://scsuowls.com/sports/womens-basketball/roster/jaycee-merizalde/11349
Southern Conn. St.,658,2025-26,15,Maya Henry,G,"5'8""",Sr.,"Fairfield, Conn.",Fairfield Warde,,https://scsuowls.com/sports/womens-basketball/roster/maya-henry/11343
Southern Conn. St.,658,2025-26,22,Jada Williams,F,"6'1""",Gr.,"Williamstown, NJ",Gloucester Catholic,Eastern Michigan/Saint Peter's/Temple,https://scsuowls.com/sports/womens-basketball/roster/jada-williams/11353
Southern Conn. St.,658,2025-26,24,Marisa Lee,F,"6'1""",Gr.,"Marlborough, Conn.",RHAM,University of Hartford/American University,https://scsuowls.com/sports/womens-basketball/roster/marisa-lee/11344
Southern Conn. St.,658,2025-26,25,Lovie D'Onofrio,G,"5'7""",Fr.,"Bethany, Conn.",Amity,,https://scsuowls.com/sports/womens-basketball/roster/lovie-d-onofrio/11350
Southern Ill.,659,2025-26,0,Alayna Kraus,G,"5'8""",Sophomore,"Okawville, Ill.",Okawville Jr / Sr HS,Oral Roberts,https://siusalukis.com/sports/womens-basketball/roster/alayna-kraus/9405
Southern Ill.,659,2025-26,2,Kynnedi Davis,G,"5'7""",Junior,"Brandon, Miss.",,Trinity Valley CC,https://siusalukis.com/sports/womens-basketball/roster/kynnedi-davis/9406
Southern Ill.,659,2025-26,4,Hiba Malkawi,G,"5'7""",Junior,"Plano, Texas",Plano West Senior High School,Northeastern Oklahoma A&M College,https://siusalukis.com/sports/womens-basketball/roster/hiba-malkawi/9407
Southern Ill.,659,2025-26,6,Ternadoo Agatha Agba,G,"5'9""",Sophomore,"Lagos, Nigeria",St. Emma’s Comprehensive HS,,https://siusalukis.com/sports/womens-basketball/roster/ternadoo-agatha-agba/9395
Southern Ill.,659,2025-26,8,Kelowna Ngoyi,G,"5'10""",Sophomore,"Montreal, Canada",Cegep Saint-Jean-sur-Richelieu,,https://siusalukis.com/sports/womens-basketball/roster/kelowna-ngoyi/9400
Southern Ill.,659,2025-26,10,Mia Gaines,C,"6'4""",Sophomore,"Chicago, Ill.",Hyde Park HS,,https://siusalukis.com/sports/womens-basketball/roster/mia-gaines/9398
Southern Ill.,659,2025-26,14,Kayla Cooper,G,"5'9""",Junior,"Plano, Texas",Plano East HS,Oklahoma,https://siusalukis.com/sports/womens-basketball/roster/kayla-cooper/9397
Southern Ill.,659,2025-26,22,Carmen Morales,C,"6'3""",Sophomore,"Grenada, Spain",,Benedictine College,https://siusalukis.com/sports/womens-basketball/roster/carmen-morales/9515
Southern Ill.,659,2025-26,23,Tkiyah Nelson,G,"5'10""",Junior,"St. Louis, Mo.",Whitfield HS,,https://siusalukis.com/sports/womens-basketball/roster/tkiyah-nelson/9399
Southern Ill.,659,2025-26,25,Angela Samuel,C,"6'2""",Junior,"Lagos, Nigeria",St. Emma Comprehensive College,,https://siusalukis.com/sports/womens-basketball/roster/angela-samuel/9401
Southern Ill.,659,2025-26,33,Karris Allen,G,,Senior,"Sikeston, Mo.",Sikeston Senior HS,Western Kentucky,https://siusalukis.com/sports/womens-basketball/roster/karris-allen/9396
Southern Ill.,659,2025-26,34,Indya Green,F,"5'11""",Graduate Student,"Springfield, Mo.",Kickapoo HS,Georgia Southern,https://siusalukis.com/sports/womens-basketball/roster/indya-green/9403
Southern Ill.,659,2025-26,45,Jeniah Thompson,G,"5'10""",Graduate Student,"Carterville, Ill.",Carterville HS,Wichita State / John. A Logan,https://siusalukis.com/sports/womens-basketball/roster/jeniah-thompson/9402
SIUE,660,2025-26,0,Kendal George,G,"5'9""",Jr.,"Centerville, Ohio",,UT Martin,https://siuecougars.com/sports/womens-basketball/roster/kendal-george/12485
SIUE,660,2025-26,1,Kiyoko Proctor,G,"5'6""",Fr.,"Alton, Ill.",,Alton HS,https://siuecougars.com/sports/womens-basketball/roster/kiyoko-proctor/12944
SIUE,660,2025-26,2,Kyra Williams,G,"5'6""",Jr.,"Troy, Ill.",,,https://siuecougars.com/sports/womens-basketball/roster/kyra-williams/12488
